QOut,etaOut
0.35754716981132073, 0.8497732696897375
0.44867924528301883, 0.8600835322195703
0.629622641509434, 0.8778042959427207
0.8092452830188679, 0.8900477326968974
0.9901886792452831, 0.8971360381861576
1.1698113207547172, 0.8984248210023866
1.3494339622641511, 0.8948806682577567
1.5303773584905662, 0.8868257756563246
1.7100000000000002, 0.8755489260143198
1.799811320754717, 0.8691050119331742
0.5292452830188679, 0.8684606205250597
0.8977358490566039, 0.894236276849642
1.08, 0.8984248210023866
0.7088679245283018, 0.8839260143198091
1.2530188679245282, 0.8968138424821003
1.4405660377358491, 0.8913365155131265
1.6215094339622642, 0.8813484486873508
0.3984905660377358, 0.8542840095465394
0.48830188679245284, 0.8642720763723151
0.5767924528301887, 0.8729713603818616
0.669245283018868, 0.8810262529832935
0.7537735849056604, 0.8868257756563246
0.8541509433962264, 0.8923031026252983
0.9466037735849058, 0.8958472553699284
1.0324528301886793, 0.8981026252983294
1.1196226415094341, 0.898747016706444
1.2081132075471699, 0.8981026252983294
1.2952830188679245, 0.8961694510739857
1.389056603773585, 0.8935918854415275
1.4762264150943398, 0.8897255369928401
1.5726415094339623, 0.8842482100238663
1.6769811320754717, 0.8778042959427208
1.7496226415094343, 0.8726491646778043
